0	176
249999	176
250000	169
499999	169
500000	152
749999	152
750000	197
999999	197
1000000	140
1249999	140
1250000	109
1499999	109
1500000	79
1749999	79
1750000	93
1999999	93
2000000	125
2249999	125
2250000	116
2499999	116
2500000	127
2749999	127
2750000	109
2999999	109
3000000	65
3249999	65
3250000	47
3499999	47
3500000	30
3749999	30
3750000	23
3999999	23
4000000	59
4249999	59
4250000	46
4499999	46
4500000	4
4749999	4
4750000	1
4999999	1
5000000	4
5249999	4
5250000	19
5499999	19
5500000	3
5749999	3
5750000	52
5999999	52
6000000	59
6249999	59
6250000	45
6499999	45
6500000	75
6749999	75
6750000	51
6999999	51
7000000	94
7249999	94
7250000	92
7499999	92
7500000	110
7749999	110
7750000	46
7999999	46
8000000	20
8249999	20
8250000	5
8499999	5
8500000	7
8749999	7
8750000	6
8999999	6
9000000	19
9249999	19
9500000	5
9749999	5
9750000	46
9999999	46
10750000	4
10999999	4
11000000	37
11249999	37
11250000	75
11499999	75
11500000	3
11749999	3
11750000	18
11999999	18
12000000	118
12249999	118
12250000	49
12499999	49
12500000	75
12749999	75
12750000	24
12999999	24
13000000	17
13249999	17
13250000	48
13499999	48
13500000	85
13749999	85
13750000	72
13999999	72
14000000	57
14249999	57
14250000	10
14499999	10
14500000	23
14749999	23
14750000	27
14999999	27
15000000	28
15249999	28
15250000	43
15499999	43
15500000	15
15749999	15
15750000	8
15999999	8
16000000	6
16249999	6
16250000	6
16499999	6
16500000	9
16749999	9
17250000	4
17499999	4
17750000	1
17999999	1
18000000	2
18249999	2
18250000	7
18499999	7
18500000	13
18749999	13
18750000	11
18999999	11
19000000	14
19249999	14
19250000	42
19499999	42
19500000	3
19749999	3
19750000	6
19999999	6
20000000	9
20249999	9
20250000	6
20499999	6
20500000	1
20749999	1
20750000	4
20999999	4
21000000	7
21249999	7
21250000	13
21499999	13
21500000	2
21749999	2
21750000	1
21999999	1
22000000	5
22249999	5
22250000	5
22499999	5
22500000	9
22749999	9
22750000	5
22999999	5
23000000	4
23249999	4
23250000	9
23499999	9
23500000	6
23749999	6
23750000	3
23999999	3
24000000	3
24249999	3
24250000	3
24499999	3
24500000	1
24749999	1
25500000	7
25749999	7
25750000	10
25999999	10
26000000	12
26249999	12
26250000	7
26499999	7
26500000	21
26749999	21
26750000	75
26999999	75
27000000	94
27249999	94
27250000	110
27499999	110
27500000	58
27749999	58
27750000	88
27999999	88
28000000	99
28249999	99
28250000	87
28499999	87
28500000	92
28749999	92
28750000	85
28999999	85
29000000	89
29249999	89
29250000	77
29499999	77
29500000	37
29749999	37
29750000	28
29999999	28
30000000	66
30249999	66
30250000	63
30499999	63
30500000	29
30749999	29
30750000	5
30999999	5
31000000	3
31249999	3
31250000	14
31499999	14
31500000	5
31749999	5
31750000	11
31999999	11
32250000	15
32499999	15
32500000	90
32749999	90
32750000	54
32999999	54
33000000	54
33249999	54
33250000	60
33499999	60
33500000	127
33749999	127
33750000	81
33999999	81
34000000	65
34249999	65
34250000	38
34499999	38
34500000	78
34749999	78
34750000	48
34999999	48
35000000	160
35249999	160
35250000	123
35499999	123
35500000	89
35749999	89
35750000	88
35999999	88
36000000	86
36249999	86
36250000	45
36499999	45
36500000	8
36749999	8
36750000	65
36999999	65
37000000	106
37249999	106
37250000	99
37499999	99
39750000	1
39999999	1
40000000	1
40249999	1
40250000	2
40499999	2
40750000	3
40999999	3
41000000	35
41249999	35
41500000	7
41749999	7
42500000	2
42749999	2
42750000	1
42999999	1
43500000	9
43749999	9
43750000	28
43999999	28
44000000	25
44249999	25
44250000	15
44499999	15
44500000	23
44749999	23
44750000	16
44999999	16
45000000	8
45249999	8
45250000	13
45499999	13
45500000	23
45749999	23
45750000	11
45999999	11
46000000	11
46249999	11
46250000	11
46499999	11
46500000	69
46749999	69
46750000	48
46999999	48
47000000	18
47249999	18
47250000	11
47499999	11
47500000	12
47749999	12
47750000	18
47999999	18
48000000	19
48249999	19
48250000	2
48499999	2
49750000	1
49999999	1
50250000	3
50499999	3
50500000	1
50749999	1
50750000	4
50999999	4
51000000	4
51249999	4
51250000	2
51499999	2
51500000	3
51749999	3
51750000	7
51999999	7
52000000	1
52249999	1
52250000	2
52499999	2
52500000	6
52749999	6
53250000	2
53499999	2
54750000	26
54999999	26
55000000	31
55249999	31
55250000	70
55499999	70
55500000	34
55749999	34
55750000	44
55999999	44
56000000	9
56249999	9
56250000	13
56499999	13
56500000	5
56749999	5
56750000	22
56999999	22
57000000	56
57249999	56
57250000	60
57499999	60
57500000	54
57749999	54
57750000	21
57999999	21
58000000	47
58249999	47
58250000	72
58499999	72
58500000	104
58749999	104
58750000	146
58999999	146
59000000	2
59249999	2
59250000	118
59499999	118
59500000	263
59749999	263
59750000	97
59999999	97
